Age,age group,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,attrition yes,Daily Rate,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
42,40 - 49,No,Non-Travel,Research & Development,23,College,Life Sciences,1976,Male,Research Scientist,Single,No,Y,2,0,335,1,4,37,2,2,High,4332,14811,1,12,3,4,80,0,20,3,20,9,3,7
39,30 - 39,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,2022,Male,Manager,Single,No,Y,3,0,105,1,4,87,3,5,Very High,19431,15302,2,13,3,3,80,0,21,2,6,0,1,3
52,50 - 59,No,Non-Travel,Sales,29,Master,Life Sciences,2019,Male,Sales Representative,Divorced,No,Y,3,0,585,1,1,40,3,1,Very High,3482,19788,2,15,3,2,80,2,16,2,9,8,0,0
45,40 - 49,No,Non-Travel,Sales,26,Bachelor,Marketing,1612,Male,Sales Executive,Married,No,Y,2,0,336,1,1,52,2,2,Low,4385,24162,1,15,3,1,80,1,10,3,10,7,4,5
47,40 - 49,No,Non-Travel,Sales,2,Master,Marketing,1731,Male,Sales Executive,Married,No,Y,3,0,543,1,3,87,3,2,Medium,4978,3536,7,11,3,4,80,1,4,1,1,0,0,0
46,40 - 49,No,Non-Travel,Sales,26,College,Life Sciences,1801,Male,Sales Executive,Single,No,Y,3,0,849,1,2,98,2,2,Medium,7991,25166,8,15,3,3,80,0,6,3,2,2,2,2
38,30 - 39,No,Travel_Frequently,Human Resources,10,Master,Human Resources,1563,Male,Human Resources,Married,No,Y,2,0,888,1,3,71,3,2,High,6077,14814,3,11,3,3,80,0,10,3,6,3,1,2
24,18-29,No,Travel_Frequently,Human Resources,10,Bachelor,Medical,1746,Male,Human Resources,Married,No,Y,2,0,897,1,1,59,3,1,Very High,2145,2097,0,14,3,4,80,1,3,3,2,2,2,1
29,18-29,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1590,Male,Healthcare Representative,Divorced,No,Y,0,0,995,1,1,87,3,2,Very High,8853,24483,1,19,3,4,80,1,6,4,6,4,1,3
34,30 - 39,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,1615,Male,Manufacturing Director,Divorced,No,Y,3,0,426,1,3,42,4,2,Very High,4724,17000,1,13,3,1,80,1,9,3,9,7,7,2
34,30 - 39,No,Travel_Frequently,Research & Development,15,Bachelor,Medical,1485,Male,Research Director,Divorced,No,Y,3,0,829,1,2,71,3,4,Low,17007,11929,7,14,3,4,80,2,16,2,14,8,6,9
34,30 - 39,No,Travel_Frequently,Research & Development,1,Master,Other,1431,Male,Research Scientist,Divorced,No,Y,2,0,560,1,4,91,3,1,Low,2996,20284,5,14,3,3,80,2,10,3,4,3,1,3
25,18-29,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1653,Male,Manufacturing Director,Divorced,No,Y,6,0,772,1,4,77,4,2,High,5206,4973,1,17,3,3,80,2,7,3,7,7,0,7
49,40 - 49,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1941,Male,Research Director,Married,No,Y,3,0,1064,1,2,42,3,5,Very High,19161,13738,3,15,3,4,80,0,28,3,5,4,4,3
29,18-29,No,Travel_Frequently,Research & Development,20,Below College,Medical,1852,Male,Laboratory Technician,Married,No,Y,3,0,574,1,4,40,3,1,Very High,3812,7003,1,13,3,2,80,0,11,4,11,8,3,10
38,30 - 39,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,1997,Male,Manufacturing Director,Married,No,Y,1,0,508,1,1,72,2,2,High,5321,14284,2,11,3,4,80,1,10,3,8,3,7,7
32,30 - 39,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1720,Male,Research Scientist,Married,No,Y,3,0,585,1,1,56,3,1,High,3433,17360,6,13,3,1,80,1,10,2,5,2,1,3
26,18-29,No,Travel_Frequently,Research & Development,6,Bachelor,Other,1918,Male,Laboratory Technician,Married,No,Y,3,0,1096,1,3,61,4,1,Very High,2544,7102,0,18,3,1,80,1,8,3,7,7,7,7
36,30 - 39,No,Travel_Frequently,Research & Development,23,College,Medical,2061,Male,Laboratory Technician,Married,No,Y,3,0,884,1,3,41,4,2,Very High,2571,12290,4,17,3,3,80,1,17,3,5,2,0,3
34,30 - 39,No,Travel_Frequently,Research & Development,10,Master,Technical Degree,1597,Male,Healthcare Representative,Married,No,Y,3,0,653,1,4,92,2,2,High,5063,15332,1,14,3,2,80,1,8,2,8,2,7,7
38,30 - 39,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1668,Male,Research Scientist,Married,No,Y,4,0,1189,1,4,90,3,2,Very High,4735,9867,7,15,3,4,80,2,19,4,13,11,2,9
45,40 - 49,No,Travel_Frequently,Research & Development,1,Master,Medical,1922,Male,Healthcare Representative,Single,No,Y,3,0,1297,1,2,44,3,2,High,5399,14511,4,12,3,3,80,0,12,3,4,2,0,3
35,30 - 39,No,Travel_Frequently,Research & Development,18,College,Life Sciences,1412,Male,Manufacturing Director,Single,No,Y,2,0,200,1,3,60,3,3,Very High,9362,19944,2,11,3,3,80,0,10,3,2,2,2,2
27,18-29,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1648,Male,Research Scientist,Single,No,Y,0,0,591,1,4,87,3,1,Very High,2580,6297,2,13,3,3,80,0,6,2,4,2,1,2
39,30 - 39,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,1812,Male,Sales Executive,Divorced,No,Y,6,0,766,1,3,83,3,2,Very High,4127,19188,2,18,3,4,80,1,7,3,2,1,2,2
37,30 - 39,No,Travel_Frequently,Sales,1,Master,Medical,1700,Male,Sales Executive,Divorced,No,Y,2,0,1278,1,3,31,1,2,Very High,9525,7677,1,14,3,3,80,2,6,2,6,3,1,3
49,40 - 49,No,Travel_Frequently,Sales,2,Bachelor,Medical,2065,Male,Sales Executive,Married,No,Y,3,0,1023,1,4,63,2,2,Medium,5390,13243,2,14,3,4,80,0,17,2,9,6,0,8
33,30 - 39,No,Travel_Frequently,Sales,7,Bachelor,Medical,1477,Male,Sales Executive,Married,No,Y,2,0,430,1,4,54,3,2,Low,4373,17456,0,14,3,1,80,2,5,3,4,3,0,3
28,18-29,No,Travel_Frequently,Sales,7,Bachelor,Life Sciences,1507,Male,Sales Executive,Single,No,Y,5,0,467,1,3,55,3,2,Low,4898,11827,0,14,3,4,80,0,5,3,4,2,1,3
31,30 - 39,No,Travel_Frequently,Sales,2,Master,Other,1613,Male,Sales Executive,Single,No,Y,3,0,715,1,4,54,3,2,Low,5332,21602,7,13,3,4,80,0,10,3,5,2,0,3
32,30 - 39,No,Travel_Frequently,Sales,10,Master,Marketing,1853,Male,Sales Executive,Single,No,Y,2,0,1318,1,4,79,3,2,Very High,4648,26075,8,13,3,3,80,0,4,4,0,0,0,0
37,30 - 39,No,Travel_Rarely,Human Resources,8,College,Other,1794,Male,Human Resources,Divorced,No,Y,4,0,1239,1,3,89,3,2,Medium,4071,12832,2,13,3,3,80,0,19,2,10,0,4,7
29,18-29,No,Travel_Rarely,Human Resources,6,Below College,Medical,1865,Male,Human Resources,Married,No,Y,3,0,352,1,4,87,2,1,Medium,2804,15434,1,11,3,4,80,0,1,3,1,0,0,0
29,18-29,No,Travel_Rarely,Human Resources,17,Bachelor,Other,1419,Male,Human Resources,Single,No,Y,3,0,332,1,2,51,2,3,Low,7988,9769,1,13,3,1,80,0,10,2,10,9,0,9
43,40 - 49,No,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,1778,Male,Human Resources,Single,No,Y,5,0,244,1,2,97,3,1,Very High,3539,5033,0,13,3,2,80,0,10,3,9,7,1,8
55,50 - 59,No,Travel_Rarely,Research & Development,22,Bachelor,Technical Degree,1694,Male,Research Scientist,Divorced,No,Y,1,0,1441,1,1,94,2,1,Medium,3537,23737,5,12,3,4,80,1,8,3,4,2,1,2
28,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1506,Male,Research Scientist,Divorced,No,Y,2,0,1423,1,1,72,2,1,High,1563,12530,1,14,3,4,80,1,1,1,1,0,0,0
40,40 - 49,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1892,Male,Manager,Divorced,No,Y,3,0,1137,1,1,98,3,4,Low,16823,18991,2,11,3,1,80,1,22,3,19,7,11,16
31,30 - 39,No,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,1881,Male,Laboratory Technician,Divorced,No,Y,2,0,311,1,2,89,3,2,High,4197,18624,1,11,3,1,80,1,10,3,10,8,0,2
39,30 - 39,No,Travel_Rarely,Research & Development,3,College,Medical,1627,Male,Laboratory Technician,Divorced,No,Y,3,0,170,1,3,76,2,2,High,3069,10302,0,15,3,4,80,1,11,3,10,8,0,7
40,40 - 49,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1474,Male,Research Scientist,Divorced,No,Y,3,0,896,1,3,68,3,1,High,2345,8045,2,14,3,3,80,1,8,4,3,1,1,2
46,40 - 49,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1857,Male,Manufacturing Director,Divorced,No,Y,4,0,706,1,4,82,3,3,Very High,8578,19989,3,14,3,3,80,1,12,2,9,8,4,7
43,40 - 49,No,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,1599,Male,Laboratory Technician,Divorced,No,Y,0,0,990,1,4,87,4,1,Medium,4876,5855,5,12,3,3,80,1,8,3,6,4,0,2
38,30 - 39,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1940,Male,Research Scientist,Divorced,No,Y,0,0,1206,1,2,71,3,1,Very High,4771,14293,2,19,3,4,80,2,10,4,5,2,0,3
55,50 - 59,No,Travel_Rarely,Research & Development,1,Master,Medical,1424,Male,Research Director,Divorced,No,Y,4,0,1136,1,2,81,4,4,Very High,14732,12414,2,13,3,4,80,2,31,4,7,7,0,0
49,40 - 49,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1484,Male,Healthcare Representative,Divorced,No,Y,3,0,1490,1,3,35,3,3,Medium,10466,20948,3,14,3,2,80,2,29,3,8,7,0,7
29,18-29,No,Travel_Rarely,Research & Development,29,Below College,Life Sciences,1859,Male,Healthcare Representative,Divorced,No,Y,3,0,726,1,4,93,1,2,High,6384,21143,8,17,3,4,80,2,11,3,7,0,1,6
27,18-29,No,Travel_Rarely,Research & Development,19,Bachelor,Other,1619,Male,Laboratory Technician,Divorced,No,Y,3,0,1302,1,4,67,2,1,Low,4066,16290,1,11,3,1,80,2,7,3,7,7,0,7
32,30 - 39,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1671,Male,Research Scientist,Divorced,No,Y,4,0,977,1,4,45,3,2,Medium,5470,25518,0,13,3,3,80,2,10,2,9,5,1,6
45,40 - 49,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,1553,Male,Healthcare Representative,Divorced,No,Y,4,0,538,1,1,66,3,3,Medium,7441,20933,1,12,3,1,80,3,10,3,10,8,7,7
24,18-29,No,Travel_Rarely,Research & Development,29,Below College,Medical,1725,Male,Laboratory Technician,Divorced,No,Y,2,0,506,1,2,91,3,1,Low,3907,3622,1,13,3,2,80,3,6,4,6,2,1,2
24,18-29,No,Travel_Rarely,Research & Development,21,College,Technical Degree,1551,Male,Laboratory Technician,Divorced,No,Y,3,0,350,1,3,57,2,1,Low,2296,10036,0,14,3,2,80,3,2,3,1,1,0,0
39,30 - 39,No,Travel_Rarely,Research & Development,19,Master,Other,1871,Male,Research Scientist,Divorced,No,Y,2,0,835,1,4,41,3,2,Very High,3902,5141,8,14,3,2,80,3,7,3,2,2,2,2
42,40 - 49,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,2031,Male,Manager,Married,No,Y,2,0,300,1,1,56,3,5,High,18880,17312,5,11,3,1,80,0,24,2,22,6,4,14
37,30 - 39,No,Travel_Rarely,Research & Development,13,Bachelor,Medical,1543,Male,Research Scientist,Married,No,Y,2,0,674,1,1,47,3,2,Very High,4285,3031,1,17,3,1,80,0,10,3,10,8,3,7
27,18-29,No,Travel_Rarely,Research & Development,11,Below College,Life Sciences,1434,Male,Laboratory Technician,Married,No,Y,3,0,1377,1,2,91,3,1,Low,2099,7679,0,14,3,2,80,0,6,4,5,0,1,4
35,30 - 39,No,Travel_Rarely,Research & Development,18,Doctor,Life Sciences,1621,Male,Research Scientist,Married,No,Y,2,0,819,1,2,48,4,2,Low,5208,26312,1,11,3,4,80,0,16,3,16,15,1,10
34,30 - 39,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,2068,Male,Laboratory Technician,Married,No,Y,3,0,628,1,2,82,4,2,High,4404,10228,2,12,3,1,80,0,6,4,4,3,1,2
53,50 - 59,No,Travel_Rarely,Research & Development,24,Master,Medical,1689,Male,Healthcare Representative,Married,No,Y,2,0,1395,1,2,48,4,3,Very High,7005,3458,3,15,3,3,80,0,11,3,4,3,1,2
48,40 - 49,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1867,Male,Research Director,Married,No,Y,3,0,1224,1,4,91,2,5,Medium,19665,13583,4,12,3,4,80,0,29,3,22,10,12,9
30,30 - 39,No,Travel_Rarely,Research & Development,1,College,Medical,1989,Male,Laboratory Technician,Married,No,Y,6,0,911,1,4,76,3,1,Medium,3748,4077,1,13,3,3,80,0,12,2,12,8,1,7
29,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1954,Male,Healthcare Representative,Married,No,Y,5,0,136,1,1,89,3,2,Low,5373,6225,0,12,3,1,80,1,6,2,5,3,0,2
49,40 - 49,No,Travel_Rarely,Research & Development,5,Master,Technical Degree,1473,Male,Healthcare Representative,Married,No,Y,0,0,1495,1,1,96,3,2,High,6651,21534,2,14,3,2,80,1,20,2,3,2,1,2
43,40 - 49,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,1971,Male,Healthcare Representative,Married,No,Y,1,0,574,1,1,30,3,3,High,7510,16873,1,17,3,2,80,1,10,3,10,9,0,9
25,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1415,Male,Laboratory Technician,Married,No,Y,2,0,949,1,1,81,3,1,Very High,3229,4910,4,11,3,2,80,1,7,2,3,2,0,2
47,40 - 49,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1438,Male,Research Scientist,Married,No,Y,2,0,465,1,1,74,3,1,Very High,3420,10205,7,12,3,3,80,1,17,2,6,5,1,2
35,30 - 39,No,Travel_Rarely,Research & Development,23,Master,Medical,1826,Male,Laboratory Technician,Married,No,Y,2,0,185,1,2,91,1,1,High,2705,9696,0,16,3,2,80,1,6,4,5,4,0,3
30,30 - 39,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1609,Male,Research Scientist,Married,No,Y,3,0,241,1,2,48,2,1,Medium,2141,5348,1,12,3,2,80,1,6,2,6,4,1,1
34,30 - 39,No,Travel_Rarely,Research & Development,5,College,Medical,1696,Male,Laboratory Technician,Married,No,Y,3,0,1157,1,2,57,2,2,Very High,3986,11912,1,14,3,3,80,1,15,4,15,10,4,13
27,18-29,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1931,Male,Research Scientist,Married,No,Y,3,0,1354,1,2,41,3,1,Medium,2226,6073,1,11,3,3,80,1,6,2,5,3,1,2
31,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1721,Male,Laboratory Technician,Married,No,Y,2,0,741,1,2,69,3,1,High,3477,18103,1,14,3,4,80,1,6,4,5,2,0,3
30,30 - 39,No,Travel_Rarely,Research & Development,16,Below College,Life Sciences,1729,Male,Research Scientist,Married,No,Y,2,0,793,1,2,33,3,1,Very High,2862,3811,1,12,3,2,80,1,10,2,10,0,0,8
34,30 - 39,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1580,Male,Research Scientist,Married,No,Y,3,0,1351,1,2,45,3,2,Very High,5484,13008,9,17,3,2,80,1,9,2,2,2,2,1
44,40 - 49,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1903,Male,Healthcare Representative,Married,No,Y,5,0,170,1,2,78,4,2,Low,5033,9364,2,15,3,4,80,1,10,3,2,0,2,2
42,40 - 49,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1542,Male,Laboratory Technician,Married,No,Y,3,0,1210,1,3,68,2,1,Medium,4841,24052,4,14,3,2,80,1,4,3,1,0,0,0
35,30 - 39,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1601,Male,Laboratory Technician,Married,No,Y,5,0,1349,1,3,63,2,1,Very High,2690,7713,1,18,3,4,80,1,1,2,1,0,0,1
42,40 - 49,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1911,Male,Research Director,Married,No,Y,3,0,1396,1,3,83,3,3,Low,13348,14842,9,13,3,2,80,1,18,4,13,7,5,7
28,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1799,Male,Research Scientist,Married,No,Y,6,0,1181,1,3,82,3,1,Very High,2044,5531,1,11,3,3,80,1,5,4,5,3,0,3
30,30 - 39,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1763,Male,Healthcare Representative,Married,No,Y,3,0,305,1,3,58,4,2,High,5294,9128,3,16,3,3,80,1,10,3,7,0,1,7
24,18-29,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1707,Male,Research Scientist,Married,No,Y,1,0,581,1,3,62,4,1,High,4401,17616,1,16,3,4,80,1,5,3,5,3,0,4
39,30 - 39,No,Travel_Rarely,Research & Development,6,Below College,Medical,2062,Male,Healthcare Representative,Married,No,Y,5,0,613,1,4,42,2,3,Low,9991,21457,4,15,3,1,80,1,9,3,7,7,1,7
44,40 - 49,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1523,Male,Research Director,Married,No,Y,1,0,136,1,4,32,3,4,Low,16328,22074,3,13,3,3,80,1,24,4,20,6,14,17
35,30 - 39,No,Travel_Rarely,Research & Development,27,Master,Life Sciences,1728,Male,Manufacturing Director,Married,No,Y,3,0,1370,1,4,49,3,2,High,6883,5151,2,16,3,2,80,1,17,3,7,7,0,7
33,30 - 39,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1798,Male,Research Scientist,Married,No,Y,1,0,867,1,4,90,4,1,Low,3143,6076,6,19,3,2,80,1,14,3,10,8,7,6
23,18-29,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,1592,Male,Research Scientist,Married,No,Y,2,0,977,1,4,45,4,1,High,2073,12826,2,16,3,4,80,1,4,3,2,2,2,2
36,30 - 39,No,Travel_Rarely,Research & Development,26,Master,Life Sciences,1682,Male,Healthcare Representative,Married,No,Y,2,0,1351,1,1,80,3,2,High,5347,7419,6,14,3,2,80,2,10,2,3,2,0,2
40,40 - 49,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,2012,Male,Laboratory Technician,Married,No,Y,3,0,543,1,1,83,3,1,Very High,2406,4060,8,19,3,3,80,2,8,2,1,0,0,0
42,40 - 49,No,Travel_Rarely,Research & Development,13,Bachelor,Medical,1803,Male,Healthcare Representative,Married,No,Y,2,0,1128,1,2,95,4,2,Low,5538,5696,5,18,3,3,80,2,10,2,0,0,0,0
35,30 - 39,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1596,Male,Laboratory Technician,Married,No,Y,3,0,750,1,2,46,4,2,High,3407,25348,1,17,3,4,80,2,10,2,10,9,6,8
28,18-29,No,Travel_Rarely,Research & Development,29,Below College,Life Sciences,1514,Male,Manufacturing Director,Married,No,Y,2,0,1083,1,3,96,1,2,Medium,6549,3173,1,14,3,2,80,2,8,2,8,6,1,7
29,18-29,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1558,Male,Research Scientist,Married,No,Y,2,0,598,1,3,91,4,1,High,2451,22376,6,18,3,1,80,2,5,2,1,0,0,0
39,30 - 39,No,Travel_Rarely,Research & Development,10,Doctor,Medical,1618,Male,Manufacturing Director,Married,No,Y,3,0,1387,1,2,76,3,2,Low,5377,3835,2,13,3,4,80,3,10,3,7,7,7,7
33,30 - 39,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,1698,Male,Laboratory Technician,Married,No,Y,6,0,267,1,2,79,4,1,Medium,2028,13637,1,18,3,4,80,3,14,3,14,11,2,13
55,50 - 59,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1770,Male,Research Director,Married,No,Y,2,0,478,1,3,60,2,5,Low,19038,19805,8,12,3,2,80,3,34,3,1,0,0,0
37,30 - 39,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1631,Male,Manufacturing Director,Married,No,Y,2,0,671,1,3,85,3,2,High,5768,26493,3,17,3,1,80,3,9,2,4,3,0,2
26,18-29,No,Travel_Rarely,Research & Development,17,Master,Medical,1718,Male,Laboratory Technician,Married,No,Y,3,0,390,1,4,62,1,1,High,2305,6217,1,15,3,3,80,3,3,4,3,2,0,2
36,30 - 39,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1435,Male,Laboratory Technician,Single,No,Y,2,0,172,1,1,37,2,2,Very High,5810,22604,1,16,3,3,80,0,10,2,10,4,1,8
36,30 - 39,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1659,Male,Laboratory Technician,Single,No,Y,4,0,311,1,1,77,3,1,Medium,2013,10950,2,11,3,3,80,0,15,3,4,3,1,3
23,18-29,No,Travel_Rarely,Research & Development,20,Below College,Life Sciences,1533,Male,Laboratory Technician,Single,No,Y,2,0,507,1,1,97,3,2,High,2272,24812,0,14,3,2,80,0,5,3,4,3,1,2
34,30 - 39,No,Travel_Rarely,Research & Development,7,Master,Medical,1577,Male,Research Scientist,Single,No,Y,4,0,479,1,1,35,3,1,Very High,2972,22061,1,13,3,3,80,0,1,1,1,0,0,0
39,30 - 39,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,2014,Male,Research Scientist,Single,No,Y,2,0,116,1,1,52,3,2,Very High,4108,5340,7,13,3,1,80,0,18,3,7,7,1,7
24,18-29,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1981,Male,Healthcare Representative,Single,No,Y,2,0,771,1,2,45,2,2,High,4617,14120,1,12,3,2,80,0,4,2,4,3,1,2
35,30 - 39,No,Travel_Rarely,Research & Development,9,Master,Medical,2008,Male,Research Scientist,Single,No,Y,5,0,1395,1,2,48,3,2,High,5098,18698,1,19,3,2,80,0,10,3,10,7,0,8
41,40 - 49,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1814,Male,Healthcare Representative,Single,No,Y,3,0,447,1,2,85,4,2,Medium,6870,15530,3,12,3,1,80,0,11,1,3,2,1,2
40,40 - 49,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,2048,Male,Research Scientist,Single,No,Y,2,0,1322,1,3,52,2,1,High,2809,2725,2,14,3,4,80,0,8,3,2,2,2,2
26,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1952,Male,Laboratory Technician,Single,No,Y,6,0,157,1,3,95,3,1,Low,2867,20006,0,13,3,4,80,0,8,2,7,7,7,6
46,40 - 49,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,1727,Male,Healthcare Representative,Single,No,Y,3,0,717,1,3,34,3,2,Medium,5562,9697,6,14,3,4,80,0,19,3,10,7,0,9
49,40 - 49,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1677,Male,Manager,Single,No,Y,2,0,809,1,3,36,3,4,High,15379,22384,4,14,3,1,80,0,23,3,8,7,0,0
21,18-29,No,Travel_Rarely,Research & Development,5,Below College,Medical,1623,Male,Research Scientist,Single,No,Y,2,0,546,1,3,97,3,1,Very High,3117,26009,1,18,3,3,80,0,3,3,2,2,2,2
26,18-29,No,Travel_Rarely,Research & Development,7,Bachelor,Other,1417,Male,Laboratory Technician,Single,No,Y,2,0,652,1,3,100,4,1,Low,3578,23577,0,12,3,4,80,0,8,3,7,7,0,7
35,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1564,Male,Laboratory Technician,Single,No,Y,3,0,992,1,4,68,2,1,Low,2450,21731,1,19,3,2,80,0,3,3,3,0,1,2
33,30 - 39,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,1545,Male,Manufacturing Director,Single,No,Y,2,0,575,1,4,44,2,2,Medium,4320,24152,1,13,3,4,80,0,5,3,5,3,0,2
29,18-29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1883,Male,Laboratory Technician,Single,No,Y,2,0,592,1,4,59,3,1,Low,2062,19384,3,14,3,2,80,0,11,3,3,2,1,2
32,30 - 39,No,Travel_Rarely,Research & Development,2,Bachelor,Technical Degree,2038,Male,Research Scientist,Single,No,Y,4,0,529,1,4,78,3,1,Low,2439,11288,1,14,3,4,80,0,4,3,4,2,1,2
44,40 - 49,No,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,1475,Male,Research Scientist,Single,No,Y,3,0,1467,1,4,49,3,1,Medium,3420,21158,1,13,3,3,80,0,6,2,5,2,1,3
42,40 - 49,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1860,Male,Laboratory Technician,Single,No,Y,3,0,1142,1,4,81,3,1,High,3968,13624,4,13,3,4,80,0,8,3,0,0,0,0
22,18-29,No,Travel_Rarely,Research & Development,1,College,Life Sciences,2007,Male,Research Scientist,Single,No,Y,2,0,581,1,4,63,3,1,High,3375,17624,0,12,3,4,80,0,4,4,3,2,1,2
23,18-29,No,Travel_Rarely,Research & Development,12,College,Other,1982,Male,Laboratory Technician,Single,No,Y,6,0,571,1,4,78,3,1,Very High,2647,13672,1,13,3,3,80,0,5,4,5,2,1,4
53,50 - 59,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1472,Male,Research Director,Single,No,Y,2,0,447,1,4,39,4,4,Medium,16598,19764,4,12,3,2,80,0,35,2,9,8,8,8
31,30 - 39,No,Travel_Rarely,Sales,8,College,Life Sciences,1453,Male,Sales Executive,Divorced,No,Y,5,0,326,1,1,31,3,3,Very High,10793,8386,1,18,3,1,80,1,13,3,13,7,9,9
30,30 - 39,No,Travel_Rarely,Sales,15,College,Marketing,1754,Male,Sales Executive,Divorced,No,Y,2,0,979,1,3,94,2,3,Low,7140,3088,2,11,3,1,80,1,12,3,7,7,1,7
41,40 - 49,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,2037,Male,Sales Executive,Divorced,No,Y,5,0,930,1,3,57,2,2,Medium,8938,12227,2,11,3,3,80,1,14,3,5,4,0,4
34,30 - 39,No,Travel_Rarely,Sales,13,Master,Medical,1951,Male,Sales Executive,Divorced,No,Y,2,0,1239,1,4,39,3,3,High,8628,22914,1,18,3,3,80,1,9,2,8,7,1,1
29,18-29,No,Travel_Rarely,Sales,19,Bachelor,Life Sciences,1497,Male,Sales Executive,Divorced,No,Y,3,0,1246,1,3,77,2,2,High,8620,23757,1,14,3,3,80,2,10,3,10,7,0,4
33,30 - 39,No,Travel_Rarely,Sales,2,Master,Medical,1670,Male,Sales Executive,Divorced,No,Y,5,0,392,1,4,93,3,2,Very High,5505,3921,1,14,3,3,80,2,6,3,6,2,0,4
48,40 - 49,No,Travel_Rarely,Sales,7,Bachelor,Marketing,1466,Male,Sales Executive,Divorced,No,Y,3,0,1221,1,3,96,3,2,Low,5486,24795,4,11,3,1,80,3,15,3,2,2,2,2
40,40 - 49,No,Travel_Rarely,Sales,9,College,Medical,1548,Male,Sales Executive,Married,No,Y,5,0,1342,1,1,47,3,2,Low,5473,19345,0,12,3,4,80,0,9,4,8,4,7,1
